Frame,Visibility,X,Y,theta,l
000334,1,628.3,304.615,-10.405208766978802,2.297786978812429
000335,1,634.58,303.19,0,0
000336,1,616.09,307.545,162.4888044384162,5.001792178809493
000337,1,593.5,315.405,158.45682795737025,6.386127543355256
000338,1,573.76,324.69,154.7723505325713,8.047564849070783
000339,1,552.175,337.825,141.81552156296954,6.494709385338154
000340,1,529.085,355.73,140.82822449894272,8.73905172201198
000341,1,504.90999999999997,378.15,140.18641326991462,9.152076267164727
000342,1,479.73,403.16499999999996,130.95875305365038,10.083666247947694
000343,1,455.22,431.525,131.7166201202665,10.308861479329332
000344,1,431.71000000000004,463.645,127.46168457596103,13.070697188750119
000345,1,404.77,487.155,-177.24368873847004,8.629984067192712
000346,1,371.30499999999995,493.015,168.87034863647153,9.972554838154563
000347,1,337.425,502.55,164.92112053325107,11.262793836344516
000348,1,302.205,516.435,160.48806882506108,11.272348912272026
000349,1,315.09000000000003,501.79499999999996,-35.80452443555719,22.588904909269083
000350,1,368.88,464.485,-32.15463254515886,20.753238903843407
000351,1,419.15999999999997,432.445,-27.6646432128996,17.47808985558776
000352,1,462.325,407.17499999999995,-25.741065412696194,12.905682856788317
000353,1,498.54999999999995,388.695,-24.648679684114047,11.233580239620856
000354,1,530.925,375.14,-17.71543002895256,10.450570558586728
000355,1,559.875,365.685,-7.040716587004546,8.85174841486129
000356,1,585.64,358.74,-9.344671902099796,7.20562280444933
000357,1,607.635,354.475,-5.123165537128239,6.5511716509338775
000358,1,623.87,354.225,-29.73609090432739,4.042292047836217
000359,1,640.015,333.56,-47.16412380028144,6.272975769122665
000360,1,656.8299999999999,309.71500000000003,-55.28886820311129,7.937633463444909
000361,1,670.2149999999999,291.985,-46.239028515873656,5.559159109073931
000362,1,681.51,277.92999999999995,-46.92195595893121,5.270910737244572
000363,1,692.8050000000001,266.29999999999995,-54.946004942417105,3.786901767936424
000364,1,702.34,258.44,-38.17884763521563,4.465165170517199
000365,1,680.925,258.35,161.96831746524646,14.602178775785472
000366,1,633.575,273.66499999999996,162.3020917315543,18.437604236993476
000367,1,585.7249999999999,288.805,163.06656264627122,12.06823309353943
000368,1,530.76,313.815,150.815219408904,13.893794478111426
000369,1,469.105,349.03499999999997,152.8913003279843,15.789586758367063
000370,1,396.655,391.03499999999997,146.96710237658493,11.969830825872187
000371,1,342.53,428.93,142.9899888009397,21.264063581545273
000372,1,276.355,468.75,161.87975827122807,24.468492495452203
000373,1,221.14,483.39,174.2809273924554,6.723466367879008
000374,1,116.23500000000001,500.375,-177.10098182905654,8.205501203461006
000375,1,176.735,468.40999999999997,-18.859171197251964,21.99582517206391
000376,1,249.765,441.87,-16.11167206003495,17.51285884714428
000377,1,311.52,420.355,-19.618597637952597,18.59974260574593
000378,1,376.23,399.89,-10.09799172983994,15.855614147676512
000379,1,425.145,390.175,-10.21325239039763,17.624263105162722
000380,1,474.76,380.98,-7.295103097766843,15.041758540808999
000381,1,517.955,376.47,-6.834961653796344,13.108158718904814
000382,1,559.415,374.56500000000005,1.5397183745589116,12.839635898264385
000383,1,596.71,361.205,-38.279830658383894,12.59881442834999
000384,1,629.1500000000001,340.03999999999996,-32.301213001940106,13.960358161594579
000385,1,661.935,321.65,-26.17185101989352,11.404215229466653
000386,1,686.22,310.55,-18.985541400187685,11.188654968314983
000387,1,711.55,300.145,-24.864505571363757,7.8363974503594
000388,1,740.345,290.775,-18.434948822921964,10.419704890254797
000389,1,772.96,284.705,-27.240633381802088,6.82719012478779
000390,1,793.255,282.275,-6.868815763236527,8.737714231994497
000391,1,807.48,283.84,-168.93881753840822,8.131051592506365
000392,1,807.8299999999999,286.61,-176.70056933531754,9.034976480323603
000393,1,775.04,293.03499999999997,164.04837087678754,6.313091556440463
000394,1,750.235,301.36,162.34522967405397,8.012373243927163
000395,1,711.72,317.145,157.74707953225766,12.371407559368487
000396,1,688.65,325.12,153.0423599441216,11.095629770319473
000397,1,657.95,341.95,153.43494882292217,10.084666578524082
000398,1,626.375,361.205,154.1722654421108,12.337408560958027
000399,1,591.335,366.58,180.0,12.144999999999982
000400,1,556.29,368.66499999999996,178.27414277984087,11.45519641909294
000401,1,520.555,374.04499999999996,173.55458196374028,10.823412123725092
000402,1,486.385,380.81,166.7667014074596,9.086276740227534
000403,1,453.25,385.66499999999996,-168.2344578154791,8.508767537076077
000404,1,424.8,381.675,-178.68610697550199,7.632006616873437
000405,1,398.43,379.25,-176.27171149581892,7.996924408796189
000406,1,368.77,380.29,168.70417631158801,7.964276489424512
000407,1,339.45,383.76,170.54759398770665,9.49897362876643
000408,1,314.3,387.75,169.05918340410864,5.479598525439615
000409,1,284.46500000000003,396.41999999999996,165.6552897025873,6.982701840978187
000410,1,257.91999999999996,404.4,169.20486775887971,7.421334111869639
000411,1,228.43,418.275,153.43494882292205,9.31322312628662
000412,1,201.01999999999998,432.675,153.47380658536943,6.59416598213905
000413,1,172.575,448.98,149.7635324859603,7.228390208061542
000414,1,143.775,472.225,141.83756360030515,9.265357521434339
000415,1,121.395,491.31,131.5249691581086,8.107744754245777
000416,1,96.0,514.76,138.98735810808165,10.575632368799534
000417,1,76.12,536.585,136.46012298710704,9.573798880277335
000418,1,50.099999999999994,566.425,120.93946836925826,10.114129967525638
000419,1,26.68,599.0350000000001,121.80606847587073,10.207841348688772
000420,1,2.395,625.4000000000001,116.56505117707792,2.7168225926622505
000421,1,655.7,297.45000000000005,-125.63980919808711,3.2607514471360983
000422,1,648.3900000000001,283.73,-125.78897345918347,2.6504716561397257
000423,1,641.3499999999999,272.9,-140.6306827576352,2.5223996511258755
000424,1,634.04,262.48,-148.24051991518715,2.469817807045656
000425,1,627.85,255.95,-140.57219780396366,2.912902332725907
000426,1,621.19,251.53,-171.86989764584402,1.7677669529663689
000427,1,615.54,248.93,-171.63411387596736,1.718284027743947
000428,1,609.49,247.57999999999998,176.30861401354832,1.553222456700862
000429,1,603.6400000000001,249.18,169.69515353123379,2.2360679774997796
000430,1,599.29,244.23000000000002,-115.25316339457396,2.9300170647967145
000431,1,594.6,232.2,-118.81079374297357,2.2825424421026765
000432,1,592.24,228.08,0,0
000433,1,591.34,230.48,0,0
000434,1,589.64,234.98,0,0
000435,1,587.54,240.78,0,0
000436,1,586.6400000000001,248.03,124.82448915695706,1.4008925726122012
000437,1,584.6400000000001,258.83000000000004,99.21102654081703,1.8741664813991274
000438,1,582.99,271.08,93.43363036245002,2.504495957273637
000439,1,581.5,283.95,103.24051991518763,2.6196373794859635
000440,1,579.7,300.25,99.30994017498601,3.0907118921051295
000441,1,578.2,313.9,0,0
000442,1,576.84,312.08,0,0
000443,1,575.14,311.48,0,0
000444,1,573.24,312.88,0,0
000445,1,571.64,316.68,0,0
000446,0,0,0,0,0
000447,1,578.14,314.98,-49.26789330029056,4.750789408087892
000448,1,594.49,295.48,-50.02907358178527,4.436496365376644
000449,1,609.24,279.17999999999995,-40.914383220025066,3.9698866482558377
000450,1,624.05,264.8,-37.66562119858348,3.6003472054789043
000451,1,638.69,252.83,-30.67728002179655,3.4300145772284893
000452,1,651.95,243.9,-30.191622960957517,3.181587653986604
000453,1,666.0899999999999,236.18,-28.767649338843786,2.909037641557784
000454,1,678.44,231.07999999999998,-29.248826336546827,2.8653097563788763
000455,1,690.49,227.38,-13.09189306434698,2.2073740054643896
000456,1,701.95,226.45,-4.144623741104308,3.459046111285584
000457,1,714.0899999999999,226.82999999999998,2.815556684211058,3.053686296920505
000458,1,724.74,229.38,22.249023657212074,2.3769728648009867
000459,1,734.3399999999999,217.83,-61.02029230207108,3.7151715976519903
000460,1,743.55,204.64999999999998,-44.99999999999974,2.192031021678303
000461,1,752.24,195.07999999999998,-28.442928624363525,2.7294688127912146
000462,1,761.1400000000001,186.48000000000002,-39.472459848343846,2.20227155455451
000463,1,769.8,180.25,-29.898901838614687,2.3070543990118684
000464,1,777.89,175.93,-36.46923439005223,1.4300349646074875
000465,1,779.89,176.07999999999998,-17.84020430770332,4.569737410399002
000466,1,752.29,187.57999999999998,155.22485943116794,6.443019478474329
000467,1,724.3,203.45,148.42580924971475,5.634048278103421
000468,1,694.04,224.83,146.97613244420336,5.963430220938282
000469,1,666.1,248.3,140.19442890773482,7.810249675906654
000470,1,638.05,277.0,135.79942411331743,7.602137857208326
000471,1,610.5,308.05,129.5719028138892,7.848726011270882
000472,1,583.4,336.0,168.88695946405153,5.707013229352137
000473,1,559.4,342.4,0,0
000474,0,0,0,0,0
000475,1,556.35,318.9,-48.01278750418323,8.744855630597927
000476,1,584.3,290.3,-42.7093899573616,7.076722405181652
000477,1,608.9,269.5,-40.29214775562747,6.030754513325844
000478,1,631.3,253.7,-30.784146526326484,5.470831746635961
000479,1,651.9000000000001,242.7,-23.629377730656763,3.4928498393145824
000480,1,670.05,225.1,-53.63341982736368,6.830263538107449
000481,1,688.77,197.85,-50.974323286480455,6.1143274364397735
000482,1,702.95,183.35,-108.94650468950961,3.541892149684973
000483,1,708.47,205.805,72.48636762516986,4.818352934354223
000484,1,715.75,231.2,68.48411529050531,5.589499083102156
000485,1,723.52,261.355,75.02369996826674,6.578451565528155
000486,1,734.5999999999999,295.25,74.17384592382741,6.6001893912220675
000487,1,745.5999999999999,330.4,70.75047412731833,6.673080248281129
000488,1,757.1,357.95,29.445428729925418,3.5598455022655324
000489,1,770.62,369.30499999999995,37.808813782451175,3.4174588512519417
000490,1,784.47,383.65,45.0,4.596194077712559
000491,1,799.05,401.25,42.473883088380354,4.81300322044356
000492,1,813.62,421.8,51.84277341263125,5.3413481444294195
000493,1,828.95,445.20000000000005,51.90032816927742,5.591287865957177
000494,1,844.45,472.9,51.126933005494195,6.293846200853654
000495,1,861.2,502.95,57.76321344786982,6.561440390645953
000496,1,877.05,535.8499999999999,63.24585452757821,6.775322870535411
000497,1,893.25,571.75,64.89543133476543,7.895885004228457
000498,1,909.3,611.35,66.75899959068244,8.869751969474661
000499,1,926.6,654.0,66.55193742204195,9.047098982546803
000500,1,943.0,699.1,65.35322914806896,9.352005132590541
000501,0,0,0,0,0
000502,0,0,0,0,0
000503,0,0,0,0,0
000504,0,0,0,0,0
000505,0,0,0,0,0
000506,0,0,0,0,0
000507,1,634.63,363.56,0,0
000508,1,634.63,365.3,0,0
000509,1,633.94,364.26,0,0
000510,1,633.94,363.91,0,0
000511,1,634.29,363.22,0,0
000512,1,634.98,363.22,0,0
000513,1,637.06,365.65,0,0
000514,1,637.06,365.3,0,0
000515,1,636.02,365.99,0,0
000516,1,636.71,365.65,0,0
000517,1,637.75,365.99,0,0
000518,1,636.37,366.69,0,0
000519,1,634.98,367.03,0,0
000520,1,636.71,366.69,0,0
000521,1,636.71,367.38,0,0
000522,1,635.33,362.52,0,0
000523,1,634.63,359.4,0,0
000524,1,629.08,359.05,0,0
000525,1,625.61,354.54,0,0
000526,1,625.61,350.38,0,0
000527,1,629.08,348.65,0,0
000528,1,631.86,346.56,0,0
000529,1,633.24,346.91,0,0
000530,1,631.51,347.95,0,0
000531,1,631.51,347.26,0,0
000532,1,631.86,349.34,0,0
000533,1,632.55,349.34,0,0
000534,1,633.94,352.12,0,0
000535,1,634.29,352.81,0,0
000536,1,636.37,353.16,0,0
000537,1,636.37,354.89,0,0
000538,1,636.71,355.58,0,0
000539,1,636.02,356.28,0,0
000540,1,636.37,355.93,0,0
000541,1,636.37,356.62,0,0
000542,1,636.37,356.62,0,0
000543,1,636.37,359.05,0,0
000544,1,636.02,358.71,0,0
000545,1,636.37,359.05,0,0
000546,1,636.37,359.05,0,0
000547,1,636.37,359.05,0,0
000548,1,636.37,359.05,0,0
000549,1,636.37,359.05,0,0
000550,1,636.37,359.05,0,0
000551,1,636.37,359.05,0,0
000552,1,636.37,359.05,0,0
000553,1,636.37,359.05,0,0
000554,1,636.37,359.05,0,0
000555,1,636.37,359.05,0,0
000556,1,636.37,359.05,0,0
000557,1,636.37,359.05,0,0
000558,1,636.02,359.75,0,0
000559,1,635.33,361.14,0,0
000560,1,634.98,364.61,0,0
000561,1,635.33,364.95,0,0
000562,1,634.29,368.42,0,0
000563,1,633.94,369.12,0,0
000564,1,634.63,362.52,0,0
000565,1,632.2,349.69,0,0
000566,1,628.04,327.83,0,0
000567,1,621.45,304.585,-118.59993605886268,4.345184115776904
000568,1,610.8699999999999,277.0,-111.35437736489808,4.284121847006698
000569,1,602.885,253.41,-120.97346274568795,5.061780813113121
